,gender,hotness,id,left_swipes,matches,right_swipes,threshold,x,y
28,male,0.844229505695,28.0,"556,587,644,661,744,895,907,943,958","651,760,774","506,651,760,774",0.475136035918,0.711472020956,0.851519919053
29,male,0.606353874612,29.0,"562,594,638,674,694,770,828,918,994","712,772","573,579,662,678,712,772,967",0.438230594735,0.729200188724,0.217438772851
30,male,0.828363023085,30.0,,"558,894","558,685,706,894",0.730060975121,0.0246834775601,0.0460009556079
31,male,0.646009356694,31.0,"524,525,534,652,749,762,798,814,904,914,919,951,956","748,752","748,752",0.0848702960925,0.879439966023,0.252887954592
32,male,0.349911686578,32.0,"660,822,963","616,690,817,843","573,588,593,616,639,640,646,690,789,817,843,882,957,996",0.859933699143,0.562616347987,0.291108287784
33,male,0.109473484495,33.0,"505,576,641,699,757,817,822,928,984",,,0.0500897339863,0.6004279573,0.134924137613
34,male,0.123892342447,34.0,"537,568,599,651,689,732,832,877,907,929,932,968",,,0.268827231573,0.746587331362,0.69813596707
35,male,0.961351473398,35.0,"501,569,595,604,607,622,625,642,824,847,912,913,915,946","514,553,742,838","514,553,742,838",0.136038208627,0.540390991923,0.714369670935
36,male,0.33193357296,36.0,"526,808,973","691,695,727,788,898","554,609,621,691,695,727,788,791,898,989",0.706890782348,0.977466318664,0.923835885168
37,male,0.30871360181,37.0,"680,700,809,906,924",,649,0.313212491234,0.0236791539505,0.382865937615
38,male,0.486871798338,38.0,"758,877,936,968","537,689,769,870","537,599,689,732,769,832,854,870",0.801539996136,0.816768443283,0.704881306714
39,male,0.0209189766979,39.0,"599,651,689,774,854,907,990",,,0.241657953118,0.807169142286,0.772016025322
40,male,0.501066806566,40.0,920,"607,921,933","501,539,568,569,604,607,790,820,883,910,921,933",0.926182183166,0.62516284395,0.59426011108
41,male,0.664917976656,41.0,"515,614,626,637,805,886,905,953,971,987","596,603,627","596,603,627,669",0.307358019489,0.276781232491,0.467986784253
42,male,0.303425949393,42.0,869,"608,714,936","608,714,732,813,831,877,881,929,936,968,979",0.894996474102,0.807250420007,0.567256635519
43,male,0.456291076456,43.0,681,"611,730,809,823,924","611,649,730,809,823,906,924",0.967296499754,0.0239661699501,0.321518206495
44,male,0.476337530793,44.0,"576,583,641,660,699,757,817,822,873,928,945",,984,0.328358077275,0.579013782438,0.142684214017
45,male,0.89914338205,45.0,"658,754,997","504,578,657,840,867,979,982","504,578,589,657,813,840,867,979,982",0.728303135248,0.875590659855,0.452882307157
46,male,0.96711222112,46.0,"581,612,635,648,723,768,857,876,944","559,692,739,755,786,846,861,893,964","559,692,739,755,786,846,861,893,964",0.323895855225,0.398792728926,0.263795930076
47,male,0.584907321631,47.0,"505,519,541,844,892,903,916",,948,0.193697624908,0.713643519605,0.0400726866025
48,male,0.493283885596,48.0,"505,519,638,828,916","674,892","541,662,674,892,902,967,984,994",0.69113210366,0.726344222466,0.122960608027
49,male,0.724073191254,49.0,"536,575,624,655,884,908","513,540,615,710,735,845,880,888,925,976","513,540,615,705,710,735,797,845,880,888,889,925,976",0.74234068708,0.353272947583,0.868867924698
50,male,0.351700068084,50.0,"611,681,730,806,823,906,924",,,0.0721428943232,0.0196952440884,0.286285912126
51,male,0.595534770646,51.0,"560,576,641,871,928,931,972",,,0.0658050285704,0.54907494459,0.0466902241902
52,male,0.4335642904,52.0,"551,594","588,712,770,772,952","562,573,579,588,606,678,694,712,770,772,815,882,918,952",0.821183265152,0.693175230181,0.318872865694
53,male,0.77255254552,53.0,"572,595,618,625,642,781,847,912,913,915,969","553,713,742","514,553,620,713,742,838",0.252218883049,0.568747059626,0.774301403083
54,male,0.639061687273,54.0,"513,536,575,624,705,884,908,976","540,710,845,880,888,925,965","540,615,710,735,797,845,880,888,889,923,925,965",0.633806668479,0.380044077572,0.862360380241
55,male,0.0641304299568,55.0,"558,894",,,0.424293586443,0.00942021057007,0.0132928572634
56,male,0.738803923683,56.0,"622,642,735,847,913,938","553,824,925,965","514,553,824,838,925,965",0.43447928159,0.463759330789,0.759732508841
57,male,0.955393290129,57.0,"591,720,758,782,819,832,936","517,523,666,689,702,732,769,785,854,870,993","517,523,666,689,702,732,769,785,854,870,993",0.719908850587,0.920087685655,0.691523349864
58,male,0.343266622647,58.0,"501,607,622,625,915,946","530,595,650,742","530,569,595,604,650,742,790,824,838,933",0.556478745254,0.542894158356,0.638759686564
59,male,0.0659685195386,59.0,587,711,"506,543,585,671,701,711,760,774,802,899",0.684799814269,0.766805864779,0.949453013217
60,male,0.738342266751,60.0,503,"574,582,707,818,841,865","574,582,630,707,818,841,865",0.770742744184,0.035348069147,0.936555864532
61,male,0.247045850211,61.0,"658,749,919","516,997","516,524,525,578,716,740,754,762,798,814,867,904,951,997",0.855926541171,0.896024312035,0.339180810629
62,male,0.435588297782,62.0,"513,536,540,575,624,655,705,735,880,889,908,976","710,829,848,888","577,615,632,703,710,797,829,848,888",0.39105327109,0.319550092126,0.856909372665
63,male,0.286815387016,63.0,"502,530,580,598,602,628,643,675,688,856,950","650,731","650,731,793,804,933,960,977",0.239585137731,0.474343668359,0.522525213333
64,male,0.45297439707,64.0,"511,983","512,582,601,613,780","512,577,582,601,613,623,780,837",0.451989852644,0.188293981865,0.903122615367
65,male,0.911062477908,65.0,"515,866,886,917","571,603,614,654,734,872","571,603,614,654,734,872,901",0.6560583135,0.24483169348,0.560089981781
66,male,0.527973456507,66.0,"566,612,723,751,768,857,863,876","532,544,546,559,581,597,600,670,686,692,709,722,755,756,784,786,846,861,893,930","532,544,546,559,581,597,600,648,670,686,692,709,722,755,756,784,786,846,861,893,930",0.694563432877,0.383332867439,0.202755807473
67,male,0.696600827222,67.0,"511,561,636,764,959","577,601,623,632,703,829,848","509,577,601,623,632,703,728,829,848,900",0.55335077367,0.177792660515,0.815108908685
68,male,0.736769404182,68.0,,"565,617,668,684,719,721,859,892,903","565,586,617,668,684,719,721,736,859,892,902,903,955",0.964917280584,0.84176323675,0.053819512827
69,male,0.160729415527,69.0,"509,531,536,561,575,592,615,624,632,633,703,710,735,759,797,829,848,880,888,889,908,934,976",,,0.0140557945308,0.31208252221,0.809139982151
70,male,0.451834083548,70.0,"733,753,825,940",,"771,897,961",0.295599241759,0.370767861005,0.000534898847176
71,male,0.174773759432,71.0,"744,907,943,969",,"568,599,604,618,651,912",0.550156576591,0.680170226136,0.736722442184
72,male,0.241089910102,72.0,"534,652,749,798,904,914,919,956",849,"524,525,716,740,748,752,762,814,849,951",0.623052847727,0.91696116983,0.275493508357
73,male,0.88486281542,73.0,"532,566,597,600,612,648,670,686,709,722,723,751,768,857,863,873,930","546,559,692,756,784,786,861,893,939","546,559,692,756,784,786,861,893,939",0.258259331553,0.39494477807,0.158333695598
74,male,0.643636691802,74.0,"877,936,968","537,651,689","537,599,651,689,732,832,854",0.812157454407,0.790006040105,0.699810345213
75,male,0.124607006746,75.0,,"686,709,722,755,756,757,784,786","546,559,566,576,583,600,639,648,686,692,709,722,723,755,756,757,768,784,786,857,873,928,930,939,945",0.936804453431,0.468371018882,0.162811748617
76,male,0.827131156073,76.0,"883,920","530,539,569,804,860,921,933,977","530,539,569,790,804,860,921,933,960,977",0.515002496785,0.580444908041,0.560751269209
77,male,0.516822922549,77.0,"594,660","588,606,616,646,690,770,772,817,843,879","562,573,579,588,606,616,646,690,694,770,772,815,817,843,879,882,918,957",0.886597566961,0.625903403842,0.29460530247
78,male,0.392863807599,78.0,"658,869","504,516,982","504,516,578,698,754,813,840,867,979,982",0.934196789945,0.816589693979,0.458308252659
79,male,0.397643790074,79.0,"518,526,554,609,671,695,701,711,791,808,887,896,898,989",,,0.0297257398493,0.899548001325,0.946645323277
80,male,0.73523851164,80.0,"566,612,751,857,863","532,546,597,600,670,686,692,709,722,753,756,784,786,825,873,930,931,939","532,546,597,600,648,670,686,692,709,722,753,756,784,786,825,873,897,930,931,939,961",0.71858000202,0.406826160075,0.105436533553
81,male,0.126409437917,81.0,"532,535,544,566,570,597,612,645,648,664,670,676,686,709,722,751,771,786,825,857,863","792,893","792,893,897",0.140970215815,0.320637624911,0.132989485307
82,male,0.482732233284,82.0,"528,672,717,746,859,885,911,949",,736,0.290093106212,0.974641343992,0.048381895412
83,male,0.86988568912,83.0,518,"543,585,609,701,711,774,791,802,887,896,898,990","543,554,585,609,671,701,711,774,791,802,887,896,898,990",0.943842694897,0.833123262854,0.915428211656
84,male,0.90019055964,84.0,"583,699,768,822,873,928","546,559,576,600,692,756,757,784,930,939,945","546,559,576,600,692,756,757,784,930,939,945",0.464128604438,0.520090395666,0.154298462686
85,male,0.769868296658,85.0,,"753,825,897,931","753,825,897,931,961",0.753868350074,0.419230997061,0.0114438360757
86,male,0.89916082798,86.0,"522,533,634,665,866,937","708,734,759,839","708,734,759,773,839",0.531723529325,0.28221867156,0.644487697776
87,male,0.466175688573,87.0,"507,574,679,764,775,810,878,954,981","696,816,922","696,737,816,922",0.313858574411,0.00953638462821,0.760722612832
88,male,0.769601181715,88.0,801,"558,659,842,851","552,558,659,685,706,835,842,851",0.767178307382,0.0788073134556,0.10573891986
89,male,0.749263267505,89.0,"502,580,665,675,731,796,856,905,937","650,966","650,966",0.117589493235,0.377310658268,0.585451169996
90,male,0.647615468105,90.0,"563,730,801,835","500,610,629,659,726,761,806,851,874","500,610,629,659,726,761,806,842,851,864,874",0.603906171727,0.139889681583,0.187984952132
91,male,0.087155999221,91.0,"562,594,638,674,694,712,770,828,918,956,994",772,"579,662,678,748,772,967",0.351055141013,0.753284665886,0.22242946297
92,male,0.102756959133,92.0,"616,639,660,768,822","755,757","559,583,640,646,692,699,755,756,757,817,843,873,945",0.700078635168,0.531061623824,0.216167834609
93,male,0.635448758417,93.0,,"515,596,603,626,627,653,779,975,987","515,596,603,626,627,637,653,669,779,886,941,975,987",0.905930033206,0.241332272665,0.405954735776
94,male,0.722840041913,94.0,"645,664,776,999","535,544,557,564,570,597,676,792,874","535,544,557,564,570,597,676,771,792,874",0.680916734417,0.239325587972,0.113265493691
95,male,0.167721409737,95.0,"510,655,884,909",513,"513,538,540,545,549,705,766,845,891",0.743211455629,0.369331348022,0.980272001255
96,male,0.878748594778,96.0,"602,656,675,688,725,741,890,905","508,590,598,628,643,682,731,793,805,950","508,590,598,628,643,682,731,793,805,950,971",0.643657188556,0.418639201967,0.459111397238
97,male,0.306564485043,97.0,"506,543,556,567,585,587,644,661,701,711,760,774,802,895,958,998",,899,0.142265465943,0.741747031141,0.927758456357
98,male,0.693285811636,98.0,"511,574,630,679,728,764,775,810,818,954,959,981","582,623,707,816,841","582,623,707,816,841",0.39965698327,0.10503641805,0.84691149279
99,male,0.53481302384,99.0,"599,651,667,689,870,990",,"702,854",0.326093069168,0.850775511605,0.777770583824
100,male,0.00795714294932,100.0,"513,536,575,624,655,705,908,976",,"540,577,615,703,710,797,829,845,880,888,889",0.653376607459,0.326336802543,0.872382081009
101,male,0.152885443124,101.0,"508,590,598,602,628,635,643,656,682,688,725,741,750,783,805,890,950,963,964,971",,,0.109602862939,0.417280890214,0.404174942698
102,male,0.958051188029,102.0,"501,607,625,915,969","568,569,595,604,618,742,790,912","568,569,595,604,618,742,790,912",0.608538002808,0.627558202658,0.668962149748
103,male,0.908343862057,103.0,"521,532,544,612,670,676,723,857,876,962,975","648,697,739,786,846,853,861,893,947","648,697,739,786,846,853,861,893,947",0.389160943064,0.327653406088,0.234116373019
104,male,0.229212109532,104.0,"830,884",935,"510,538,545,549,550,766,794,845,891,935,992",0.955417223531,0.450715503976,0.997517933192
105,male,0.942369222377,105.0,"624,665","522,531,536,575,592,615,633,703,710,735,759,797,839,889,925,934,938","522,531,536,575,592,615,633,703,710,735,759,773,797,839,889,925,934,938",0.834454136185,0.363253385647,0.757363446484
106,male,0.989185634708,106.0,"501,514,572,595,604,607,618,620,625,642,742,781,824,838,847,912,915,969",553,553,0.0843825877224,0.587091147564,0.746725137543
107,male,0.273440877243,107.0,"594,638,828","674,770,772","562,573,579,662,674,678,694,712,770,772,918,994",0.887142812869,0.729087086812,0.22519558623
108,male,0.320680592274,108.0,626,"627,653,683,779,853,975,987","596,627,637,653,669,683,697,779,853,941,975,987",0.765075991147,0.234200484348,0.367824642122
109,male,0.226098873982,109.0,"517,523,663,758,777,782,785,819,831,858,993",769,"589,687,714,769",0.453186863289,0.948229844494,0.589982588188
110,male,0.473338807589,110.0,"552,558,706,801,835,842,851,894",,685,0.0473345863417,0.0509184156939,0.0715417956419
111,male,0.723706496546,111.0,636,"531,536,561,632,703,708,759,829,848","509,531,536,561,632,633,703,708,728,759,829,848,889,900,934",0.80736816558,0.235321053773,0.756007148069
112,male,0.565360933577,112.0,"556,587,661,895","543,711,958,990","506,543,585,644,651,701,711,760,774,802,958,990",0.720601350071,0.75272628941,0.891075006702
113,male,0.836273620047,113.0,"501,607,618,625,642,781,847,913,915,969","553,572,595,742,824,912","514,553,572,595,604,620,742,824,838,912",0.503507961406,0.572426976657,0.746619621894
114,male,0.0224113072037,114.0,"537,568,608,718,732,820,869,877,881,929,932,936,968",,,0.0999572135408,0.756307183573,0.599941690057
115,male,0.0306941184042,115.0,"779,852",,"610,627,629,637,669,683,726,941,987",0.60397982129,0.191134631183,0.362333892577
116,male,0.109852849009,116.0,"611,659,681,706,730,801,806,834,842,851,864",,500,0.194853225486,0.0725114641285,0.195162533338
117,male,0.673625774536,117.0,"518,526,554,711,808,973","791,887,896,898","609,671,701,791,887,896,898",0.39813453237,0.870666941548,0.915096789786
118,male,0.768385297338,118.0,"511,983","512,577,582,601,613,623,780,988","512,577,582,601,613,623,780,837,988",0.507408755015,0.189720390995,0.913173709835
119,male,0.933795615371,119.0,"586,746,859,949","672,717,736,911","672,717,736,911",0.619559732437,0.969011050158,0.0100047099777
120,male,0.302216980259,120.0,636,,"509,561,623,632,728,764,848,900",0.684181893335,0.170069226077,0.762800973523
121,male,0.154599288789,121.0,"523,591,608,689,732,758,769,782,785,819,831,832,854,870,877,936",,714,0.208579737631,0.8747441625,0.655467196812
122,male,0.65893853057,122.0,"537,568,820,877,881,929,932,968",,,0.172233498427,0.719289052662,0.628768653968
123,male,0.101129641472,123.0,"655,976",601,"511,561,577,601,623,632,703,728,829,848,889",0.63103071672,0.23259266998,0.858178694605
124,male,0.776192888097,124.0,"507,679,810,959,981","574,696,764,816,878,922,954","574,696,737,764,775,816,878,922,954",0.65059305969,0.0243301903806,0.766595985203
125,male,0.710500771633,125.0,"613,837,909,983,988","512,780","512,780",0.225542007195,0.233279703684,0.999592979638
126,male,0.34743937056,126.0,"501,607,622,625,913,915,946","553,595,742","553,569,595,604,642,742,824,838,912",0.627915985552,0.564434991539,0.698011940311
127,male,0.211014190312,127.0,"515,614,725,805,886,905,950,953,971",731,"596,603,731",0.214804459308,0.316818238329,0.497400879497
128,male,0.88128554941,128.0,"528,565,586,617,672,684,717,721,736,746,859,911,949",,,0.213508793164,0.915924901741,0.043995462211
129,male,0.311115056263,129.0,"622,625,642,781,847,913,915","553,595,925","514,553,595,824,838,925,965",0.542860481383,0.494623382861,0.759482133896
130,male,0.103215971184,130.0,"599,651,774,854,907,990",,,0.149822328638,0.808154425265,0.776976541211
131,male,0.334019919536,131.0,"503,959","512,582,601,865","511,512,582,601,623,630,707,780,818,841,865,868",0.60918262053,0.122304792044,0.919471564499
132,male,0.950473230643,132.0,"519,541,721,844,892,903,916","902,948","902,948",0.285376683085,0.752821936439,0.0287452818083
133,male,0.258428839575,133.0,"506,556,572,618,644,661,744,781,895,907,943,958,969",,"620,713",0.233737749028,0.644626324954,0.842905744427
134,male,0.951645296875,134.0,"523,591,666,689,720,732,758,782,785,819,832,870,936,993","702,769,854","702,769,854",0.457816717824,0.891677200867,0.706766256407
135,male,0.312611613752,135.0,"608,869","714,881","714,813,831,881,979,982",0.785128337176,0.823398332116,0.534370004375
136,male,0.699986669293,136.0,"561,636,696,728,764,816,954,959",623,"623,900",0.0770234137469,0.130528890625,0.789168082399
137,male,0.0512697581418,137.0,"521,581,612,653,723,783,857,876,944,962,975","739,893","739,750,846,853,861,893,947,964",0.271164391282,0.361429666405,0.271022642848
138,male,0.429254921387,138.0,"590,598,602,628,643,656,675,682,688,725,741,856,905,950,971","731,793,805","508,731,793,805",0.366256905561,0.412344766328,0.472382978429
139,male,0.938913929283,139.0,"616,639,699,768,822,873","559,581,583,593,640,646,692,755,756,757,817,846,930,945","559,581,583,593,640,646,692,755,756,757,817,846,930,945",0.669689159793,0.49865091787,0.230038710959
140,male,0.442276889689,140.0,"506,556,572,587,618,620,644,661,744,760,895,907,943,958",,,0.0278510940728,0.672127261762,0.86075975531
141,male,0.256634369743,141.0,"526,609,621,667,691,788,791,808,898,973,989",,,0.204656465194,0.972143339049,0.865320525974
142,male,0.499228460833,142.0,"611,681,730,823","629,659,683,806","500,563,610,629,659,683,697,726,761,806,864,941",0.867560526125,0.144507247818,0.249930600155
143,male,0.604452296061,143.0,"581,593,616,639,646,768,789,890,926,944,957,963,996","635,640,755,846","635,640,755,846",0.381917826778,0.510864041152,0.305891585045
144,male,0.883988818723,144.0,"542,631,673,680,693,700,724,729,738,745,787,795,833,836,850,862,917,974,980","807,991","807,991",0.192964027993,0.0977214089242,0.503365833842
145,male,0.898703751046,145.0,"520,716,740,799,985,997",,,0.246273213366,0.99233192491,0.367872709625
146,male,0.322940931464,146.0,"534,919",849,"525,647,652,716,740,798,849,951",0.847448816489,0.977313996072,0.269837277606
147,male,0.970009081443,147.0,"526,554,609,621,667,691,727,788,791,808,973","695,896,898,989","695,896,898,989",0.277728164999,0.954017480288,0.913636584448
148,male,0.771379459257,148.0,"580,622,675,946","502,530,650,731,793,796,856,933,966","502,530,650,731,793,796,856,933,966",0.553273746816,0.445915924344,0.599594403247
149,male,0.172205584135,149.0,"534,652,746,747,800,914,919,951",,"525,528,647,752,849,885",0.384110266654,0.952749898004,0.199727763734
150,male,0.718927431798,150.0,"538,540,550,766,778,794,830,855,884,923,935,992","545,549,713,826,927,965","545,549,713,826,927,965",0.139348885697,0.476027485383,0.903229922691
151,male,0.479410773554,151.0,"506,543,556,585,587,644,661,701,711,760,774,802,895,958,990",,,0.20665590795,0.753489376836,0.898737667642
152,male,0.99907770176,152.0,"608,782,831,869","589,657,714,813,979,982","589,657,714,813,979,982",0.669548903428,0.887031039926,0.538992347165
153,male,0.779404969368,153.0,"505,519,541,638,674,892,916,948,984",967,967,0.0624569303338,0.717215487882,0.106843779254
154,male,0.563584700457,154.0,"608,663,782,831,858","657,714,785,982","589,657,687,714,785,813,979,982",0.544450834034,0.918325164188,0.545120134253
155,male,0.293759626721,155.0,"584,608,718,813,831,869,881,929,982",,979,0.368275361074,0.788109047479,0.535979907882
156,male,0.933414636343,156.0,"505,541,576,660,699,817,822,916,984",,,0.051898886452,0.625153222366,0.152031381486
157,male,0.158850364182,157.0,"537,599,608,689,732,832,854,877,881,929,932,936,968",,,0.20677723842,0.800597874241,0.6578533418
158,male,0.63974586019,158.0,"679,810,959,981","574,582,707,818,841","574,582,630,707,775,818,841",0.840821729092,0.0255026624741,0.888314655405
159,male,0.0486920167304,159.0,"532,535,544,566,570,597,612,645,648,664,670,676,686,709,722,723,751,771,786,857,863,897",893,"792,893",0.0959044099624,0.321652668922,0.143742372888
160,male,0.942477826398,160.0,"521,532,535,544,570,597,612,645,664,670,676,751,874","792,893,947","792,893,947",0.160878432859,0.268911381111,0.165792107534
161,male,0.672784343492,161.0,"590,598,602,628,643,677,682,688,725,741,793,804,812,821,860,890,926,950,960,963,977,996",,,0.0398110746873,0.478288232916,0.441364617417
162,male,0.39193331019,162.0,"507,636","574,679,696,810,816,959,981","574,630,679,696,737,764,775,810,816,878,954,959,981",0.967316889369,0.0620216376576,0.787418633868
163,male,0.530057125958,163.0,"523,591,689,720,732,758,782,785,819,832,870,936,993",769,"702,769,854",0.422955062133,0.888629109334,0.67797691844
164,male,0.660222188563,164.0,"546,576,583,699,757,822,873,928,930,939,945","559,692,756","559,692,756",0.130898931313,0.528696743585,0.151716877499
165,male,0.51493568531,165.0,"513,536,540,575,615,624,655,705,735,845,880,884,889,908,925,976","549,710,888,965","549,710,797,888,965",0.129800431277,0.366528586938,0.867750515661
166,male,0.452487056368,166.0,"531,536,561,575,976","759,829,848","509,577,623,632,633,703,728,759,829,848,889,900,934",0.553279065494,0.238638972796,0.789556709053
167,male,0.442665949851,167.0,"608,732,832,877,929,936,968","689,881","537,568,599,689,820,881,932",0.623951378293,0.758383595066,0.649173505574
168,male,0.32065489448,168.0,"535,544,552,557,564,570,645,664,676,704,765,771,776,874,999",792,792,0.0152511735433,0.228588108807,0.110558610121
169,male,0.065891015095,169.0,"542,571,693,724,738,833,862,872,917,970,974,986",,"631,654,673,745,807,850,901,980,991",0.320949030514,0.129763853151,0.537943999772
170,male,0.939825081324,170.0,"529,542,547,548,631,673,693,715,729,738,743,745,787,795,833,850,862,872,970,978,980,986",654,654,0.0885259107399,0.104935309957,0.587516328427
171,male,0.00348069638755,171.0,"591,758,777,782,819",,"517,523,666,689,702,720,769,785,832,854,858,870,942,993",0.836180956671,0.93735465049,0.690222331838
172,male,0.2405574841,172.0,"532,546,566,581,600,612,648,670,686,723,751,755,768,784,786,857,861,873,876,930,944,964","692,756,893","559,692,756,846,893",0.112394421289,0.406704151723,0.217188640908
173,male,0.890753778396,173.0,"655,909,983","511,512,577,601,613,780,837,868,988","511,512,577,601,613,780,837,868,988",0.686604453671,0.202066109114,0.945237956609
174,male,0.973552362932,174.0,"522,580,622,665,913,937","592,650,735,773,796,839,938,966","592,650,735,773,796,839,938,966",0.536993935562,0.409797663154,0.692574287961
175,male,0.694625150789,175.0,"677,789,803,815,821,882,957,963","593,619,690,812,860,879,996","593,619,690,812,860,879,926,996",0.580108473311,0.586256144804,0.382856717573
176,male,0.63902529685,176.0,"626,725,953","515,596,603,614,627,653,779,805,905,987","508,515,596,603,614,627,637,653,656,669,750,779,783,805,886,905,971,987",0.777069099739,0.294686568102,0.425021945074
177,male,0.869030045135,177.0,"515,866,917","571,614,654,734,850,872","571,614,654,673,734,850,872,901",0.62133672998,0.234689415767,0.569043940306
178,male,0.0716072798925,178.0,"508,590,598,602,628,643,656,675,682,688,725,741,750,783,805,890,950,971",,,0.0221985053594,0.39895882529,0.427784266724
179,male,0.706263061664,179.0,"501,569,595,607,625,912,915,969","742,824","568,604,742,790,824",0.377865541925,0.607569502754,0.673183042704
180,male,0.269576000461,180.0,,"683,700,809,852,991","629,637,649,683,700,724,807,809,852,941,974,987,991",0.848670495045,0.154221188265,0.380447743438
181,male,0.930669066547,181.0,"658,749,919,956","516,524,525,551,555,578,678,712,754,762,798,814,827,867,914,952,997","516,524,525,551,555,578,678,712,754,762,798,814,827,867,904,914,952,997",0.911550100784,0.847272988221,0.318516541138
182,male,0.259962803376,182.0,895,"567,587,927","567,587,644,763,767,855,899,927,995,998",0.987143932443,0.631882201628,0.99195910096
183,male,0.411818907332,183.0,"830,884","510,538,550,935","510,538,545,549,550,766,794,845,891,935,992",0.914667397197,0.433001429901,0.999021930957
184,male,0.851309009085,184.0,"508,590,598,626,656,688,725,741,783,805,905,950,953,971","596,603,627,669,750","596,603,627,669,750",0.233564328295,0.346337212347,0.422021678604
185,male,0.314645296126,185.0,"801,835","558,851","558,659,685,706,806,834,842,851,864",0.535775362574,0.0641113260463,0.15804002749
186,male,0.0441187964852,186.0,"626,953",,"515,596,603,614,627,637,669,805,886,905,917,971,987",0.800274646028,0.27417893346,0.46303013392
